Typee;Individual;Tree Size;Tree Depth;Diversity
Boolean;((if (if False then True else False) then (\g:(fresh_52:Integer -> (Integer)) -> False) else (\g:(fresh_52:Integer -> (Integer)) -> True)) (\fresh_52:Integer -> 54));12;4;1012.497
Boolean;(((\j:(fresh_58:Top -> (Boolean)) -> j) (\fresh_58:Top -> False)) (if False then (if False then False else False) else (! True)));15;4;1271.0
Boolean;True;1;1;896.0
Boolean;True;1;1;896.0
Boolean;((if False then (\w:Top -> True) else (\w:Top -> False)) ((--> False) (! True)));14;4;1071.0
Boolean;(((if False then --> else -->) False) True);8;4;965.0
Boolean;(if (if True then (! True) else False) then ((if False then ! else !) True) else ((\c:Integer -> True) 4));17;4;1415.84
Boolean;((if False then (\q:Integer -> False) else (\q:Integer -> False)) ((\k:(fresh_67:Object -> (Integer)) -> -77) (\fresh_67:Object -> -64)));12;4;988.914
Boolean;(if (if False then False else (! False)) then ((\k:Integer -> False) (if False then 10 else -14)) else ((\i:Integer -> False) 74));18;4;1459.853
Boolean;((if True then (\v:Integer -> False) else (\v:Integer -> False)) 96);8;4;845.239
Boolean;(((\e:Integer -> !) 57) True);6;4;842.076
Boolean;True;1;1;896.0
Boolean;(if False then True else True);4;2;822.0
Boolean;False;1;1;903.0
Boolean;(((\j:Integer -> !) (if True then -70 else -8)) False);9;4;947.59
Boolean;((if (! False) then (\v:Integer -> True) else (\v:Integer -> True)) ((\h:Integer -> 9) (if False then -33 else 0)));16;4;1141.452
Boolean;((\g:Boolean -> g) ((And False) False));8;4;920.0
Boolean;((\i:Top -> (! True)) >);6;4;883.0
Boolean;True;1;1;896.0
Boolean;False;1;1;903.0
Boolean;(if ((\s:(fresh_85:Boolean -> (Integer)) -> False) (\fresh_85:Boolean -> -12)) then (! (if True then False else True)) else (if True then False else True));16;4;1385.11
Boolean;(! True);3;2;824.0
Boolean;((if (if False then True else True) then (\a:(fresh_91:Bottom -> (Double)) -> False) else (\a:(fresh_91:Bottom -> (Double)) -> False)) (if True then (\fresh_91:Bottom -> fresh_91) else (\fresh_91:Bottom -> fresh_91)));16;4;1300.0
Boolean;(if ((\k:Top -> True) (&& False)) then (if (if False then True else False) then (if False then True else False) else True) else ((\v:Top -> False) *));21;4;1769.0
Boolean;((\k:(fresh_95:Boolean -> (Integer)) -> True) (\fresh_95:Boolean -> 52));5;3;779.746
Boolean;((if (if False then True else True) then (\e:Top -> True) else (\e:Top -> False)) ((% -91) (if True then 36 else -17)));18;4;1333.358
Boolean;((\q:(fresh_96:String -> (Integer)) -> (! True)) (if (! True) then (\fresh_96:String -> -55) else (\fresh_96:String -> -11)));13;4;1145.466
Boolean;((\j:Integer -> True) (if (if True then True else False) then (if False then -81 else -73) else (if True then -71 else 67)));16;4;1377.238
Boolean;False;1;1;903.0
Boolean;True;1;1;896.0
Boolean;(if False then ((\o:Top -> False) (if True then >= else &&)) else ((And False) True));14;4;1248.0
Boolean;((\f:Top -> (! True)) ==);6;4;882.0
Boolean;((if True then (\i:Top -> True) else (\i:Top -> False)) (if False then / else (% -37)));13;4;1066.564
Boolean;(if ((\v:Integer -> False) (if False then -41 else 23)) then ((\x:Integer -> False) -16) else (if False then False else True));16;4;1377.782
Boolean;(if ((\v:Integer -> True) 62) then False else ((\s:Integer -> False) (if False then -5 else 77)));13;4;1114.414
Boolean;((\z:Top -> (! True)) ((\h:(fresh_111:Boolean -> (Boolean)) -> >=) (&& True)));11;4;1000.0
Boolean;(((\p:Integer -> !) -61) False);6;4;847.96
Boolean;((if (! True) then (\c:Integer -> False) else (\c:Integer -> False)) ((% -41) (if True then -21 else -66)));17;4;1235.707
Boolean;((\j:(fresh_112:(fresh_113:Double -> (Integer)) -> (Integer)) -> (if False then False else True)) (\fresh_112:(fresh_113:Double -> (Integer)) -> 98));8;4;905.384
Boolean;True;1;1;896.0
Boolean;True;1;1;896.0
Boolean;False;1;1;903.0
Boolean;((if (! False) then (\i:Integer -> False) else (\i:Integer -> True)) ((\k:Boolean -> -56) (! True)));15;4;1103.67
Boolean;((if (! True) then (\x:Top -> True) else (\x:Top -> False)) (if True then (% 63) else (% -40)));17;4;1271.425
Boolean;((if False then (\b:Integer -> True) else (\b:Integer -> False)) ((\a:Boolean -> -47) (! True)));13;4;987.276
Boolean;((if (! False) then (\u:Top -> True) else (\u:Top -> True)) ((\f:Boolean -> !=) (! False)));15;4;1116.0
Boolean;((if (! True) then (\t:Integer -> True) else (\t:Integer -> True)) ((% 30) (if False then 5 else 70)));17;4;1232.967
Boolean;((if (! False) then (\g:Integer -> True) else (\g:Integer -> False)) ((\g:Boolean -> 39) (! False)));15;4;1086.091
Boolean;(if ((\n:Boolean -> False) True) then ((\b:(fresh_131:Object -> (Boolean)) -> True) (\fresh_131:Object -> True)) else ((\d:Integer -> False) (if True then 85 else 66)));17;4;1328.461
Boolean;((if (if True then True else False) then (\s:Integer -> False) else (\s:Integer -> True)) ((\i:(fresh_132:Bottom -> (Boolean)) -> -71) (And False)));16;4;1208.853
Boolean;(if ((\s:Integer -> True) -32) then ((And True) (! True)) else ((\i:Integer -> True) -12));16;4;1369.072
Boolean;((\z:Boolean -> (! True)) False);6;4;844.0
