Typee,Individual,Tree Size,Tree Depth,Diversity
Integer,((\a:String -> 62) ((\z:Integer -> lVeUNZAgTwmEXebtyUOsvtJjYPMQCNvPovRVJCdbSaNtmUNRUYMAidFJUGHUZFAZihkH) (if False then 14 else -82))),10,4,808.196
Integer,((if True then (\i:Boolean -> -34) else (\i:Boolean -> 99)) (if False then False else False)),11,4,876.697
Integer,-3,1,1,902.696
Integer,((if (if True then False else False) then (\e:Boolean -> -14) else (\e:Boolean -> 62)) ((&& True) False)),15,4,1091.335
Integer,((if (! True) then (\i:Integer -> 42) else (\i:Integer -> -51)) ((% -39) -34)),14,4,998.126
Integer,((if (! False) then (\x:String -> 26) else (\x:String -> -26)) RdRwnl),10,4,805.371
Integer,((if (! True) then (\x:String -> 64) else (\x:String -> -95)) ((\d:String -> ZinSkiDrleRQotLVqCfGAWfdYEYnlhHyEiWJLcbCvlOsNxeU) rRsCrctNwuXkTbPfbpfkZqBpzkePGh)),13,4,854.896
Integer,-29,1,1,903.219
Integer,-93,1,1,915.093
Integer,((% (if True then 79 else -19)) -15),8,4,889.32
Integer,-28,1,1,903.202
Integer,((% (if False then 42 else -47)) ((% -67) 26)),12,4,1004.827
Integer,((\v:Boolean -> (if False then -73 else 15)) (if True then (if True then False else True) else (! False))),15,4,1251.52
Integer,((% -75) ((\y:Boolean -> -52) False)),8,4,802.114
Integer,((\l:Boolean -> -86) True),4,3,784.6
Integer,((% 93) ((% 2) 60)),9,4,888.254
Integer,((% 64) ((\e:Boolean -> 55) (! True))),10,4,880.263
Integer,((if (if False then False else True) then (\t:(fresh_93:(fresh_94:Boolean -> (Top)) -> ((fresh_95:Integer -> (Integer)))) -> -22) else (\t:(fresh_93:(fresh_94:Boolean -> (Top)) -> ((fresh_95:Integer -> (Integer)))) -> 44)) (\fresh_93:(fresh_94:Boolean -> (Top)) -> (% 46))),14,4,1056.48
Integer,((\j:Double -> -77) (if False then (if False then -53.24956263640346 else 32.880281772295746) else 8.353106204346219)),10,4,1041.911
Integer,((% 22) (if False then 59 else 93)),8,3,861.449
Integer,((if False then (\y:Boolean -> -94) else (\y:Boolean -> -84)) ((\f:Integer -> True) -23)),11,4,837.305
Integer,((if True then (\x:Double -> -10) else (\x:Double -> -41)) ((\v:(fresh_97:Top -> (Integer)) -> -92.11366584061184) (\fresh_97:Top -> 13))),12,4,884.976
Integer,9,1,1,902.956
Integer,((% 75) ((% -41) (if False then 33 else -47))),12,4,1018.658
Integer,-29,1,1,903.219
Integer,((if (if False then True else True) then (\b:Top -> -4) else (\b:Top -> -4)) (--> True)),13,4,995.321
Integer,((\x:Boolean -> -27) ((|| False) True)),8,4,845.247
Integer,((if (if False then True else False) then (\t:(fresh_107:Boolean -> ((fresh_108:Top -> (Integer)))) -> 18) else (\t:(fresh_107:Boolean -> ((fresh_108:Top -> (Integer)))) -> -56)) (\fresh_107:Boolean -> (\fresh_108:Top -> -44))),13,4,1018.064
Integer,(((\w:(fresh_113:Double -> (Integer)) -> w) (\fresh_113:Double -> 98)) ((\u:Boolean -> -94.92425622200176) (if False then True else False))),13,4,1041.266
Integer,((if (! True) then (\j:Integer -> 73) else (\j:Integer -> 71)) 97),10,4,878.619
Integer,((\j:Integer -> (if True then 29 else 84)) (if (if True then True else False) then (if True then -87 else 64) else -42)),16,4,1316.328
Integer,((\u:Integer -> u) ((\i:Boolean -> -36) False)),7,4,787.801
Integer,(if (if True then (! True) else (if True then True else False)) then 14 else ((\l:Boolean -> -10) True)),15,4,1317.667
Integer,38,1,1,906.355
Integer,((\u:Boolean -> 16) ((\k:String -> True) (if False then GYkWQClQcSbUFqgBOnCLvvDShzwLfuLuKoDUMikbtTPGMWPEqqNXceVpPbpBSEsMKq else zkEiFybOgxzOCcLCwqqzZUlFyGKQlxVwNMMdUFRLpHeQYAzVzPQIfbZnQDIyiRRPTkLwTRttBGcKN))),10,4,792.904
Integer,99,1,1,921.069
Integer,(if ((\c:Integer -> True) 19) then ((\w:String -> -61) fjFFOSmoptKHpqrufTOOopOgi) else 51),10,4,924.822
Integer,63,1,1,909.942
Integer,((\a:Top -> 57) ((\n:(fresh_122:Integer -> (Boolean)) -> %) (\fresh_122:Integer -> False))),8,4,803.334
Integer,((\b:Boolean -> -17) ((\q:(fresh_123:Bottom -> (Integer)) -> True) (\fresh_123:Bottom -> -82))),8,4,790.411
Integer,((if True then (\w:String -> -31) else (\w:String -> 85)) (if (! True) then bOUoeUSFdiCKquTWwycZVkjfqSqJINAlejnBmEZYCxGQpagsqS else DRfbwfSMdXrYvLxSiNi)),13,4,919.66
Integer,((% 10) 98),5,3,829.709
Integer,((\a:Top -> 13) ((--> False) (! False))),10,4,944.85
Integer,((\u:Boolean -> (if True then 63 else -75)) ((\v:Top -> False) (And True))),12,4,968.63
Integer,((if (if True then False else False) then (\o:Boolean -> 20) else (\o:Boolean -> 4)) ((\t:Boolean -> False) (! False))),16,4,1119.765
Integer,((if False then (\s:Top -> 11) else (\s:Top -> 65)) (And (if True then True else False))),13,4,970.933
Integer,((if (! False) then (\f:Integer -> -57) else (\f:Integer -> -55)) ((\m:Boolean -> 34) (! False))),15,4,1041.572
Integer,((if False then (\g:Double -> 12) else (\g:Double -> -39)) ((\p:Integer -> -51.24206172283217) (if False then 60 else -50))),14,4,973.315
Integer,((% (if False then -58 else 97)) ((% -46) (if False then 31 else -87))),15,4,1167.204
