Typee,Individual,Tree Size,Tree Depth,Diversity
String,((\y:Top -> VhpWlmAxsHvYFCipWMvBJeKCMslVjQZQPEYzbkVfLVZLIIgdKbxcXmMTmelBCmucGKWttPguEpZfqjFWOCgpgvJW) (if True then == else -)),7,3,759.0
String,((\h:Integer -> lxcDGjaNgXGUlujUoHbkjyfGNYTInAdwbkxOoSLqdhdeabXSzNbvLJOzjRrCcteIck) ((\b:(fresh_252:Integer -> (Integer)) -> 34) (% -86))),9,4,713.46
String,((if True then (\q:Boolean -> ZDHfeNFhScBWDJWEXGOcXWPGBjcoXlwxkHcbWrUecVuJJTmJfvEKpCfDeGwRldPXlsIUbOXgbXuTSgLvlOYsLxnTyyfrvQSoN) else (\q:Boolean -> TKekyPueUBNULJwjcIcjSZEFqyIcIgCTeCZlGclJYuCyuqKhEgNYavhVZZwPcQaSuVqaKXbJ)) True),8,4,657.0
String,((\q:Integer -> YV) ((% 32) (if True then -12 else -81))),11,4,883.569
String,((if (if False then False else False) then (\w:Integer -> gfNb) else (\w:Integer -> IoDITEbVyeGSHUUvqTlxCfBqoPzsAbNkbOHCAkeJCVFJxVCgvxmyxfodbL)) 78),11,4,796.784
String,((\p:(fresh_253:String -> (Integer)) -> wwgGoDstjuzLaBcKZPXoVozWrwinXWsM) (\fresh_253:String -> -54)),5,3,634.798
String,((\z:Boolean -> aFOKNzxRRukOaMDixSAHAgcrboBtmdboHaVnkqBfQgMsjehLRFTOHojNhKAfrSHkOjLpkMqifkwtuP) (if (! False) then (! False) else True)),11,4,900.0
String,((\c:Boolean -> PRBKEtKbNcREicTSfOIJzAPbVwhBtlhinULGIFuFcasCXjcacVqcswLtKIqSRVHmLYFTVDNUXiEalozEdXPutXNItqwu) ((\r:(fresh_257:Integer -> (Top)) -> False) (% -62))),9,4,716.587
String,((if True then (\q:Boolean -> UBVb) else (\q:Boolean -> JAohiSEShOgmOLgtNCFyZFBwCsKZUiywGqTUIhsL)) ((\r:Integer -> True) (if True then -36 else 22))),14,4,913.038
String,DeyIZuciFZDdYPDjdSitfMdXZsMXuzWAVvNamhYziXYyPGhhDnqQPZAJOEvDKUPShIiTSvLEaK,1,1,834.0
String,lgpWmUJMexFsxDjSAfajFSlZguzQmpsOWAoAfOTUWOlBeJaFIHSRmxdXAlTHhUmPkuY,1,1,834.0
String,((\k:Boolean -> yLCMccZKnbQBeBCetBJQQtSSUQKxezoYjMSwifXekmLSfzjrECzUQW) (if (if False then False else True) then (! True) else False)),12,4,960.0
String,((\k:Boolean -> jwvS) ((\o:Integer -> True) -30)),7,4,638.641
String,((\u:Boolean -> bQcGwoiDqPOwW) True),4,3,664.0
String,((\x:(fresh_261:Boolean -> (Integer)) -> pdyMWUZwZiRxNOlpgZcibvcECcyJnxztwrtMLvRxfRpAQiXiwzQjIXhapkLeIWbEwOsNplStlozWmpbqkHwy) (if (! False) then (\fresh_261:Boolean -> 80) else (\fresh_261:Boolean -> 98))),11,4,813.802
String,((\t:Integer -> NpjkH) ((\p:Boolean -> 95) False)),7,4,637.847
String,((\e:Integer -> CcEaBFUSiCmDKUoJiUIjMjHqZjYtarVXODBGNvJrFWyFLuMvaCoo) (if (! True) then (if False then -96 else -60) else 49)),12,4,948.132
String,((if True then (\h:Top -> iFtWRcQZvSAsFTBLMTtpnlYhAMQVnHWpKEFhdaKKEpCugjSpFGRLenVOTai) else (\h:Top -> fXafzHKHGETGwVApawERHTKKjDTzJsQMiTjAwEopnDPXVAtzKfbekBGtMKQ)) ((% 75) -36)),12,4,824.349
String,((\h:Boolean -> uOqMXmEDVtMdsTDXHgiiSfYIWXK) ((if False then ! else !) False)),9,4,825.0
String,((\i:Boolean -> FKmjFblxIsRGEAGXGZSAUsnrQjspBLkPpUqTFHzRbUmtWXiUNhDuGommvdEtRaXaWccuafzGDYtBuwGlBF) ((\x:Integer -> False) -89)),7,4,643.764
String,((if (! False) then (\b:Top -> kRhAjFkbcvvWvupHSDnMQTysvozkEDaoTgXlynbTtpCchALYOWNFUKMTFNcidYzUJOTaGqCwLoNyDIUKorFkuO) else (\b:Top -> ePxkggecEXvCKFuROrbzCESwgXMpwitDYFHADQFnDQkFjeouPRQLXgPoYFCyBwXnTEl)) ((\x:Double -> min) -50.95255203178573)),13,4,891.803
String,(if (if (if True then False else True) then False else True) then ((\x:Boolean -> TgOPOPGdNVgRnZHGxfygwzCfBqXGXWuKOjWZigjvKekOeRqvSduDLMLTfhOQLOoWnKAqZXozw) (! True)) else ((\c:Integer -> OhYejwUKDWsmDdEWVWjrqsyehVgpJZgyveESqioKsSVbjIZikdwnQLXSepieOSafbGEYjsjHgPTPqjJO) (if True then -16 else -47))),21,4,1563.3
String,((if (! False) then (\x:(fresh_269:(fresh_270:Boolean -> (Integer)) -> (Integer)) -> EofQGiBQhkJXOIKcZLbDMRUg) else (\x:(fresh_269:(fresh_270:Boolean -> (Integer)) -> (Integer)) -> fCTZfaWCY)) (if (if False then False else True) then (\fresh_269:(fresh_270:Boolean -> (Integer)) -> -23) else (\fresh_269:(fresh_270:Boolean -> (Integer)) -> -11))),18,4,1250.637
String,((\e:Boolean -> (if False then hjNMxMHpFkmGXYDVMgFAMKALlQO else PFQKenjBCsNnaaZjnp)) False),7,4,748.0
String,((if (! True) then (\w:Integer -> diofjYmDxnGvooMaDpmhSmwycojgaXpcUninhCHepmhgWkbREpWFtcQ) else (\w:Integer -> KMOVnpvLInRNdfUwYSKawJgJNjrKRkTVcEFCKBpbocLjNDimEGlLUgYOWlyobaioJsqCzOVMmbiXigrVSXtopmEZtMg)) -10),10,4,733.721
String,((\k:Boolean -> AmeilpeKwI) ((\k:Integer -> True) 64)),7,4,641.972
String,LwtuuKqgslerXvrmcOCipdZtNLprrOzXFFARpFKOPPcxbmg,1,1,834.0
String,((\c:(fresh_272:Boolean -> (Integer)) -> qfqblvRWdlUgEkDoIIkbCTHfVFqaupaEbZKtEjGU) (if (if False then True else True) then (\fresh_272:Boolean -> -11) else (\fresh_272:Boolean -> 64))),12,4,891.984
String,((\r:Boolean -> jIjKlOXKyFUsEPtGPBHseXGwbpgxTGpfGmNlXlAFrbgOuRlajqnAGp) ((\u:Top -> False) (% 86))),9,4,721.139
String,((\r:Integer -> (if True then SxBgwmORYpKwICMICPOsQqvUWCShsXfqxnLiwMAVGayDRrHcKCzveqbCgYuykJArKzjGLUZlTtarsfZKUOpWSWCWqWFYeNvQeW else oXsOXvbzorOsQGtIOompBrdefxVmzw)) ((\b:Double -> 58) -92.29639896589856)),10,4,778.227
String,((\o:Integer -> (if False then VciLigilPDmgoQcrfvfvWBElDrSarMgmnKXWXDWGaOSkGJdOGqTEYosUyOweDRPulcNNRTEbOkrkRkk else aDKsJQQScsCWLzcNbKKEfcfMutAeqbttVXwqJIKLDTmHOyjbqiRNxBgTikmmgKLiKauxpjKzfOdAlENztN)) ((\i:Double -> 5) (if False then -20.09532684367288 else 21.287259971351787))),13,4,943.453
String,erDhm,1,1,834.0
String,(if ((--> False) (! False)) then MvyjplwYZOxpBmCvldVvKOoJOSudenHiqcRMDhBQqHLsfvpiXHviJtdbokxTNoCwLCrOiXIjKwHqARXVcR else ((\u:Boolean -> JZrMVx) (! False))),15,4,1174.0
String,(if ((\d:Integer -> False) -43) then bJoMusQeQxMntySrWWxZFSxUB else ((\p:String -> SmPohbmBJwQwxRWbgWcwdzRpBdDpTdPRonNHQRPUcIfwUoWHWEUsUrOfOerJx) ceXHKCKVXIYWlbGKcKhlwdCPHWoELvAMGtwsVeddApdHuZIyBNqjDEbGyfqPnRPiIbIGzZwtEsavLtcRWuHua)),10,4,765.179
String,(if ((\r:(fresh_277:Boolean -> (Top)) -> True) (--> True)) then ((\s:Integer -> OYnAoACTObjySLABuHxApmHDklxyIyBIIPSwsCnzqBNNDMPBGkUYuAip) -53) else ((\z:Integer -> yPkzJJSHIQsiMlGOVyaqmKwrmWYWvFnxFzeceMlACoXaBeX) -36)),15,4,1141.208
String,((if (! False) then (\o:Boolean -> NCaSKEpyRqLMXjrvfcnYRXP) else (\o:Boolean -> VqiuTZnuRZvelkNKVEWSqMQVOViUIFKMKXEmyLspRpfYFMMWRZTFjDfvcivcNnHgWeBRLDlUNqUqMzaxqGnFvwtjZBkRoWdi)) True),10,4,741.0
String,((\w:Boolean -> (if False then CjFLhhxPzdlS else irGauwNxVYaFszpiElviuZaKsrUriXtMzbcBDtaGgAgtWlJXGqnLnAQKWEIgvcboMGFSUjoXEDbebXdcolIqRGUQWwUjx)) ((\d:Integer -> True) (if True then 16 else 30))),13,4,916.151
String,((\t:Integer -> QHnrZdWXfEnSq) ((\b:Boolean -> 61) False)),7,4,635.573
String,((\k:Boolean -> vIwMmYKnObqjhRpUtOfTAgXAZedvneHgkhwmfSZkEtQNwIdYlWEgBcnxcYYEzyoLFEBCogwrQVmYdbmtiAroUUBQsH) ((\m:String -> True) sdqDLdgUjtMGHbrkNdnJetDZKCValjKdNOJNDBDAzJhnKhgTNTyLbrNkfBClxdxLNZptoJvyBWQgnRnTEkFXMabyYGYQPaXXz)),7,4,597.0
String,((if (if True then True else False) then (\t:Top -> gDflZkpGeQSPSfiPZFkwyNLSrbgIaBQTtVIhldzjdZLZSnBVygfEBuedYjCScxNlaYVF) else (\t:Top -> DRJgwcWtKJeZnIjoLucVddAuIfdyWDGWLumhdAcWmKrcDUTCjrTXAcTXEQ)) (if False then (% 0) else >)),16,4,1106.645
String,((\t:Boolean -> RjglKJBetXbkvMoJXoOHiPoAayDFmVEucJxcOyGCeAsAPYVXQIADghFjNf) (! (! False))),8,4,776.0
String,((if (! True) then (\s:Boolean -> NbZlVQabUfTmHhYAMYNIIRrXmcLRAvrqMyocNzOBwOnLItGQnTQASTmqQvqedUVCdMNMyHXrQLjaPqOsAERkpdDm) else (\s:Boolean -> QxzKBFMdTXZPxBnwKkYIlQhInmyPGXxDNbYvzhbouXUdEkkgZrnbCmZABJxCIRGICSeZxjCPKlcDtVfjhPIyWBaOpBN)) ((\z:String -> True) (if True then ssszQldyW else XpfSKhAihsmbonCIJzVYgsxVirKJukaiyPuKresAkeWzCzqammbrHNwjqgxfCfmnigMkEvtcvtbzcxhaOkbtVElIcHVLbV))),16,4,986.0
String,((\s:(fresh_282:(fresh_283:Boolean -> (Integer)) -> ((fresh_284:Bottom -> (Boolean)))) -> (if False then kjhebGJvftZfRRmdAOURLNBSGwMpkdncDFJNDThFYXgcHyvBoga else jzdmb)) (\fresh_282:(fresh_283:Boolean -> (Integer)) -> (&& False))),10,4,865.0
String,((\m:Integer -> jyLsyIrsZZkFqwjGkQtdZfZhxTaLAkiubtmSBYSWmZySXQZgYoVqVWrezUttoM) ((% -15) (if True then 63 else 7))),11,4,886.915
String,(if ((\r:Boolean -> False) (! False)) then ((\g:Integer -> VICqfGLrnXOFwPBskbmyeVBeIEjZNQqgvTDXJHsmwMDcTEMwfQmaECsBmfLnzbZpOsVTMOLrcDciPfXrofZ) 84) else ((\s:Boolean -> VpizFCLGkXYDrNwMXNpdtaMWVNViHWEBiTlpyafvHxPpYGeNsQBsjHVSzEPBYdbsnHIbmMdVGPXIPuX) (if True then True else True))),18,4,1331.485
String,((if (! False) then (\x:Integer -> SXyugPxXojutLUhCUHVFoolUAHYGJnWxHtSgBWvnnalijMstciVXKHIWDeCmxdpdzGxFHUtGIzvJRZOVBjDAWbB) else (\x:Integer -> X)) ((\m:String -> 34) gvcLbirimgxaCEoRpYEwTPwoxfDWPSismfATGajGAwkrdPgY)),13,4,802.577
String,((if False then (\d:Integer -> LVWJHAlGqocSeIWozQdxDRTYgioanRVMxvZqcPNtUJZbVZYOaffVUOtMhtzIOmUUJNdFYiaOKcxO) else (\d:Integer -> RaCDQSoIsvBgRQNnMBnDkflntpwWJhZjYkmIXZvyzPZRAcZCMiOVphdsjHZYPFSvTWfClk)) ((\n:Boolean -> -83) (! True))),13,4,861.308
String,((if True then (\q:Boolean -> sMQajzeBWivHNDHGIVcxzlvdzdkzQUfDdLrjVLCWmUxWhqGBqkJOqQCxdRRcXMXvWRVs) else (\q:Boolean -> fvdAqPcNOGTxrQooYGWpajrT)) ((\p:Double -> False) -47.156826488575)),11,4,756.848
String,((\p:Boolean -> ltVbQVWuntiKzmUrAlgVeWEWXqeYSNooqqufDldoStPMKHKCtDWZqNdISRmJGdMlgXttKnnzVg) True),4,3,664.0
String,((if True then (\v:Boolean -> AcBebyKqoptxZQmAeSFZsFzccP) else (\v:Boolean -> XnmEY)) ((\h:Integer -> False) 44)),11,4,737.648
String,((if False then (\z:Integer -> iyNZBtOOcoQfCpKyucvc) else (\z:Integer -> VlKRVbRevaoRScCBuICEyvVwaVXbVTmceVzfFkbXifCsnAuIhhfzEtHtDaDqofVRItiVKADtqJbPVFuFaiiVjxCVEFWwjTVtt)) ((\x:Top -> 91) (% -95))),13,4,861.316
String,((if True then (\e:String -> ogqssTGgCgNomjyIoVBpwMwShWDpAuzYSqRrVaIoUKcHgSrAwlYVUURQunvNCFyHOgqBvhljyMHagZVEbbMADEdiXCoJH) else (\e:String -> xiwcEZWNgmUDvwykZRTOINMdQdDBEAljZjFYWftnAbMpDKEDSbIBfmswfWAARsxfdgNAnextwX)) (if (! True) then gCtqqPIAlPPgAgAvBGVSQlCqnOoCIagJktLEugkjGBKxPVVBZKcPfvWOnqMXOhOIKIABWZdiHjhDwesRakgBpebtFJdpJUoPE else Z)),13,4,862.0
String,((\u:Double -> (if True then ihzkZTUlcHVErlDtXvbtWVs else lvGzJMxcXDvQaYuZwCbZUBaHWNUjLyeOJcwWlyaKavcSFWBGehfFtgSBpSVcupCqdbXOBZVuvurQNltAToAIGywZTWu)) 90.01279749219248),7,4,762.998
String,RVDTtiIRzYfaNHiwmxxoGvmVTKPjRytIETxwTKRctVUPuRnPHORlrgftLdUqLcAWCkjQvYkMLPVZKcgVKdstAslEm,1,1,834.0
String,((\r:Integer -> (if False then JfTkpeoyHwUUyGnKIBYmkH else CwTuW)) ((\u:String -> -28) (if False then eKqhMOyYImBSIhatThuGkkMWUNfo else CWfILqfrvBfjDNIpBJioPDblvgoaxMgJOOiGiSLvmWwa))),13,4,861.802
String,(if ((\s:String -> False) (if True then ov else TcvAuxhXbnVXTAdwpPFhWZSVgCWPcYdMncUxruCSwxPKtmNwKCzNloZdVnakqVkIucURLRZjVrdoOs)) then ((\a:Boolean -> nHesnXNHziXZBEtIqgtimiURwiWvdVKWMFSnGEpbsUZNZNauNAyPQPUkwSQPaHzWT) (if False then True else True)) else ((\p:Integer -> gTRwarrJTXnrzIguHurTznzCpfPHogRZkxJnWvO) 49)),19,4,1392.182
String,((\i:Integer -> QcDVKThHOSXndKbb) ((\z:Integer -> 15) (if False then -89 else 28))),10,4,755.6
String,((if (! True) then (\r:Integer -> wsZbBKhRSYoSsrkiiXAvdoNEdrZFtnaFEqtgpzfAllCKIHudrASPvMXwFeuSZfsVYSWHQsYbdFBf) else (\r:Integer -> pSweEeIVStIGtWsUG)) ((\g:Integer -> -39) 3)),13,4,843.312
String,iKsmVBDCJKDZRMAvseucGUXFZxXTdXbBlsCInJq,1,1,834.0
String,((if (! False) then (\c:Boolean -> LOzhXeQlUuxntctapVoANSUoCJsdqMVUtmlhYisHEqljwttrOevOfmUcLlNPYRiapojOfsB) else (\c:Boolean -> boqWxycaLshXCPoDDsQANUbeTfIncgpNBhtxsYwGLc)) True),10,4,741.0
String,(if True then ((\z:Boolean -> zWbwWgWDLGgdIpTbBMxRncwKOkKJpkctLuOZkheqAXfBcKjWbMXlKcrdgsjjQGDPoHfvQwCCjBYHbwvGlL) (! False)) else (if False then pSqBSHGVPxEyjOJWLhaZ else cSNjqXGGgfqvDiEqQDeCLuZQsUnqCVZPfpzuSapydhqBUMFwuaFnY)),12,4,952.0
String,((\b:String -> JxgDwYcXZZuRLkNdauKRslGsaLqZYpnBKUWVnFiMLWhFybnUslpzsparhoysuOGWVzXeQCRv) ((\n:Integer -> FWzcTeMqmWLybSVEfYmdkAmflQuMngqmJnAFJOz) 43)),7,4,602.82
String,ljBbtyHihwssGtgNBnNPaOdXKsAOVYTwGyJsxllJYNjtprXpIdoXbTzcNnZdNlAQNkdZQlpdaNleNpPygYVvfSdFkqprXOqhL,1,1,834.0
String,vTbpUplRkHzhypzmAuCyNsiqhxhuPyvASkfBIVmCKpxSvsnMDsCHvpOpozbtf,1,1,834.0
String,((\x:Integer -> (if True then vLEaYUtliGLXXLzCyqBtFUABbQFGoanMEBMYlnglsiTiRds else OATnKWkiSj)) ((\c:Double -> 69) (if True then -88.05156971912078 else 97.17531527075772))),13,4,941.444
String,(if ((\w:Double -> False) 80.16323691714672) then ((\j:String -> kFfMjktBYOauoxGDcTHXkiDxAUnKExWNrDaivIimKzRUKfFhHnuKLbTHq) sydUUfXMIZSigNRGZZTLGIWaJyaBTsAVNWorHa) else ((\b:Boolean -> jPNCTuemWmQYNTTlDmqRhsUUxWpaqPlVyjHTEcjRzwGvODSkTXBFcNbTkpvfFKxxnuXSTDcjDOKYrjUbzzqHKrJEPtkBVwmQDv) (if True then True else True))),16,4,1181.24
String,((\j:(fresh_326:Integer -> (String)) -> (j 5)) (if (if False then True else False) then (\fresh_326:Integer -> aamwdrBjJQqkSURELlOjBxNQCzxtUcipZOGZqKqstOVx) else (\fresh_326:Integer -> AMcERaLunLtgGYBCbGByeLJKpLHchsdHnryfQuVaXIexTJMWRphyuqsfPaBIwcRyeCPOHKfVspewCgKiFOLjiORTZLQe))),14,4,1019.333
String,(if False then to else NuILGkwtVWtYdhLAhuZPEXIvu),4,2,691.0
String,((\t:String -> tHjGGnakDmoBHKxWodvqzjQYfDQIGqqydRNWyzPHmMhNFsRWiVPOinNEJLjCaTzOoWcsYHhApGSKthvTkpTOdycAPPvZas) ((\b:Boolean -> AXGGrHoUrhndTjqibaZzxtLIhJImudBreDFXyAuyQxluvPDuEdEdswGGeVAHVMqQzlqGIqOXTtohOzVBuC) True)),7,4,602.0
String,((if (! True) then (\z:Boolean -> KAxOCAAASgYyutmvLTLKVWJUue) else (\z:Boolean -> zpljppmxkAZokajufSidEpkLgEKAguqsLXYgpIziQkkVvrlqOraXEIZgrjTKURMjABkiJTIQBXhshyZQbGS)) False),10,4,742.0
String,zOtP,1,1,834.0
String,((if (if False then True else False) then (\r:Integer -> IrCXrptPmZdkctHSaIrVWpukYMGSEEBmeLDTeLcROZoaRjQhFuYrfRVxVHakTkkfDUTZAeXpHiNonTLkHqDFBYvaIQBXQNzSxTqy) else (\r:Integer -> YRIixBKiUGSpftFBpccUtYSXmpJGEwNavXEzKeWSunXTFSrTrDIMIEWCwgMHBncWfGDfETxKZginwFYkwDCAPOyoMEtSm)) ((\t:Double -> -28) 78.31416671782975)),14,4,939.854
String,VqGQVGXRODEwDuUBzKQqiHeAlfI,1,1,834.0
String,((if True then (\h:Integer -> ncWscGIWUVjgrDkuWjUr) else (\h:Integer -> BpNxQhIzqfDNlMKEbFtDPLMgLcz)) ((\y:Top -> 14) (% -28))),13,4,853.821
String,((\k:Top -> (if True then IXPLRFcOtQfFNpokrlSvONVrnZLlsSATRqoDlrGEEkJBXpXvaEBsEtSNiKAsiBD else CTermCjkFegrERbMjrghAqAg)) ((And False) (if False then False else False))),14,4,1064.0
String,((if True then (\n:Double -> lLDsuAORFtTOXNVHuzotcYcWLTyYtcSljExJCziEhzbToUve) else (\n:Double -> PYRXzYloWdCZcNSeKIwqBIcfAoPWyCFkopEQWEcjiWhNEg)) ((\d:(fresh_343:Integer -> (Integer)) -> 85.98058937376271) (% 46))),13,4,874.287
String,AgUBxKuYBniXBlNABOW,1,1,834.0
String,((\d:Integer -> cdUluTQvyIOPWDipVtCYtdktdGaaIKuUOGyDhOpsOUOZUbUQxWCZvPvHcJQcsr) 9),4,3,662.085
String,(if ((\r:Integer -> True) (if False then -52 else 4)) then cvoagRlyylONtoAYrXohdjD else JiIXhFyiLrmqGchaZLcHOFjnNfSLDPNs),10,4,872.291
String,((if (! True) then (\n:Integer -> wTyUgpVGJiOzKAweoa) else (\n:Integer -> qSfcyNNxucFlEbzxcSaeEBUtaVADThaKAyLzgbgWgmmmHgAixMOZMTLdJpZMctWxdHvot)) (if (! True) then 17 else (if True then 82 else 93))),18,4,1265.041
String,((\m:(fresh_349:Double -> (Integer)) -> TqBcKqnRFEphfDpGXMoioXLkuxlMVZqmUHQ) (\fresh_349:Double -> 100)),5,3,634.077
String,((if False then (\s:Integer -> RAabnVxzoBwYpzBJveRqpNOWNs) else (\s:Integer -> phmNcIbkPQVzlSYIGevSmIMZWQltMEBVZSLARVhsJnlEwSuajXpCVchKmvoHQHCoRLTDLzUuUVgKKAajgUsRoRXvMsjieOeOw)) -45),8,4,659.941
