Typee,Individual,Tree Size,Tree Depth,Diversity
Boolean,(((\l:Integer -> !) 48) ((\k:Double -> True) 6.244633566368577)),9,4,802.616
Boolean,False,1,1,785.0
Boolean,((if False then (\g:Top -> False) else (\g:Top -> False)) pow),8,4,813.0
Boolean,(if ((\f:(fresh_383:Integer -> (Top)) -> False) (% -24)) then ((\y:Integer -> True) 41) else (if (! True) then True else True)),17,4,1422.662
Boolean,((\b:Boolean -> False) ((\f:String -> True) XdpOqbpwCaUMFyWSMYhSzyisPccKESUABzeGvifbdtkptsuBUfkptKyTjEaY)),7,4,630.0
Boolean,((if True then (\e:Integer -> True) else (\e:Integer -> True)) (if True then 32 else 84)),11,4,935.912
Boolean,((\m:Integer -> (! True)) -100),6,4,775.118
Boolean,((\a:Integer -> (if True then False else True)) 66),7,4,795.855
Boolean,((\m:Double -> (if True then False else True)) ((\k:Integer -> 2.4145905750705623) (if False then 26 else -53))),13,4,1007.226
Boolean,False,1,1,785.0
Boolean,((if False then (\a:Integer -> True) else (\a:Integer -> False)) ((\v:Double -> 42) (if False then 47.27745971420836 else -59.339881330352014))),14,4,1057.593
Boolean,((\w:Integer -> False) ((\m:Top -> -96) (% 88))),9,4,792.719
Boolean,False,1,1,785.0
Boolean,(if ((\n:(fresh_397:Object -> (Integer)) -> True) (\fresh_397:Object -> 17)) then (! True) else ((\v:Integer -> False) 45)),13,4,1066.444
Boolean,((if False then (\e:(fresh_398:Top -> (String)) -> False) else (\e:(fresh_398:Top -> (String)) -> True)) (if (! True) then (\fresh_398:Top -> IoSUSEvbrYOcROYyHhDPaueHSLbUIDUHVbflcjcDXHx) else (\fresh_398:Top -> YKKWOmVQwMZVkHLXKvIZycgNskcNrAX))),15,4,1088.0
Boolean,((\m:Integer -> False) ((\f:Double -> -25) 75.04731416131187)),7,4,706.293
Boolean,(((\z:(fresh_401:Integer -> (Integer)) -> !) (% -63)) ((&& True) (if False then True else True))),15,4,1218.95
Boolean,True,1,1,801.0
Boolean,((\d:Integer -> (! False)) 100),6,4,756.532
Boolean,False,1,1,785.0
Boolean,((\b:String -> True) ((\z:Integer -> aCtHHaIvgrliyMupBavfI) 22)),7,4,625.6
Boolean,(! (! False)),5,3,734.0
Boolean,((\x:Integer -> True) ((\c:Boolean -> 25) False)),7,4,677.726
Boolean,((if (! True) then (\h:Integer -> False) else (\h:Integer -> False)) ((\d:Top -> 74) (% -15))),15,4,1087.275
Boolean,(if ((And True) False) then ((\v:Top -> True) (% -21)) else (! (! False))),17,4,1420.462
Boolean,((\q:(fresh_405:(fresh_406:Integer -> (Boolean)) -> (Integer)) -> False) (\fresh_405:(fresh_406:Integer -> (Boolean)) -> -54)),5,3,679.614
Boolean,False,1,1,785.0
Boolean,False,1,1,785.0
Boolean,(if ((\o:Integer -> False) 58) then ((\b:Double -> False) -22.38414989825948) else ((&& True) True)),14,4,1195.852
Boolean,((\u:(fresh_408:(fresh_409:Top -> (Integer)) -> ((fresh_410:Integer -> (Boolean)))) -> (! False)) (\fresh_408:(fresh_409:Top -> (Integer)) -> (\fresh_410:Integer -> False))),8,4,798.0
Boolean,((\t:Integer -> (! True)) ((\h:String -> 94) MtfWPlgEPLLOgZJKSdJUCsRafAFwmFkqjemTxmqvLNpQHxCtNCUFFgFGuDnqhOUAqDODnXlBNJILHzGQGSLMK)),9,4,720.389
Boolean,((\p:String -> (! False)) ((\v:Top -> RymurluXXrVEOKlTvcxbwuzKB) ^)),9,4,725.0
Boolean,False,1,1,785.0
Boolean,((if (! False) then (\g:Double -> True) else (\g:Double -> False)) ((\v:(fresh_416:Integer -> (Integer)) -> -78.6011603036441) (\fresh_416:Integer -> 87))),14,4,1033.346
Boolean,True,1,1,801.0
Boolean,True,1,1,801.0
Boolean,((\j:Integer -> (if True then False else False)) 100),7,4,805.094
Boolean,(if False then ((\n:Boolean -> True) False) else ((\k:(fresh_423:Double -> (Top)) -> True) (\fresh_423:Double -> floor))),11,4,958.0
Boolean,((if True then (\m:Double -> False) else (\m:Double -> True)) ((\j:Integer -> -69.00132531937051) (if False then 13 else 22))),14,4,1040.572
Boolean,True,1,1,801.0
Boolean,((if True then (\l:Integer -> True) else (\l:Integer -> True)) ((% -75) -94)),12,4,970.183
Boolean,((if True then (\s:String -> False) else (\s:String -> False)) ((\e:(fresh_426:Boolean -> (Integer)) -> ZtKyZTQwzwHxUmMkRivEPtpuCCFAfuAILwVSMTWGPbAjxkzPYacXMMqLTSMdadiZDnjlCbHrAHKUFGMZy) (\fresh_426:Boolean -> 84))),12,4,866.239
Boolean,((\v:Integer -> True) -68),4,3,693.49
Boolean,((if (if True then True else True) then (\z:Integer -> False) else (\z:Integer -> False)) (if (! False) then (if True then -88 else 22) else 88)),19,4,1504.745
Boolean,((\p:Integer -> False) ((\u:Boolean -> -87) False)),7,4,684.7
Boolean,(((\g:Top -> !) -) (if True then (! False) else True)),11,4,966.0
Boolean,False,1,1,785.0
Boolean,((\p:Double -> (if False then True else True)) ((\f:Integer -> -58.637385665783825) 99)),10,4,853.916
Boolean,(if ((\q:Integer -> True) (if False then 31 else 61)) then True else ((\h:Integer -> False) (if False then 58 else 37))),16,4,1299.872
Boolean,((\d:Integer -> False) 8),4,3,672.682
Boolean,(((\j:Boolean -> !) False) ((\q:(fresh_431:Void -> (Integer)) -> False) (\fresh_431:Void -> -17))),10,4,808.365
Boolean,False,1,1,785.0
Boolean,((if (! True) then (\r:Integer -> True) else (\r:Integer -> False)) 5),10,4,837.232
Boolean,(! ((\b:(fresh_434:Integer -> (Top)) -> False) %)),6,4,735.0
Boolean,True,1,1,801.0
Boolean,((\b:(fresh_435:Boolean -> ((fresh_436:Integer -> (Integer)))) -> (! False)) (\fresh_435:Boolean -> (% 40))),9,4,846.426
Boolean,((\f:Integer -> (! True)) ((\e:String -> 14) (if True then gYDbqaxTxbNUqQpnIwmONmiiQFkPtjlkCspSRfdZQofLjyzcDwamypaKwAacszULTs else dOMVPQpMdgPOaoRRzyXxgDvsuxN))),12,4,874.103
Boolean,((\q:Integer -> (if True then True else False)) ((\y:Boolean -> 40) (if True then True else True))),13,4,1028.023
Boolean,(((\f:String -> !) ZDfuvYikleSJuyliIQzglieYKvTubdfaXHuneicPAMTt) ((\i:Boolean -> False) (! False))),11,4,827.0
Boolean,(((\b:Integer -> !) 83) False),6,4,746.133
Boolean,((\j:Integer -> True) ((\a:Double -> 70) (if False then 16.396645412279327 else -31.151623044323287))),10,4,873.747
Boolean,((\z:Top -> True) ((&& True) False)),8,4,773.0
Boolean,(if ((\m:String -> False) CqBNbxwBWksGiZrbmvGaGtpRXyNZtzPwZBLYidxaLUoPxHZJyNzgZYuXJCpVkxsJiperfaIDNFBYjkJvOmigLFFivH) then ((&& True) (! True)) else ((\o:(fresh_446:Boolean -> (Integer)) -> True) (\fresh_446:Boolean -> 68))),17,4,1369.296
Boolean,(((\j:(fresh_447:Boolean -> (Integer)) -> !) (\fresh_447:Boolean -> -13)) (if (if False then False else False) then (! False) else (! False))),17,4,1417.402
Boolean,((|| True) ((\h:Boolean -> False) False)),8,4,745.0
Boolean,((if (if False then False else False) then (\a:Integer -> True) else (\a:Integer -> True)) ((\n:Boolean -> 7) False)),14,4,1091.535
Boolean,((\k:String -> (if False then False else True)) ((\p:Boolean -> BVHjUyibyFGOFDxqmrVbJLJrXPsfSIzkMOhdaSfehu) False)),10,4,774.0
Boolean,((if (! False) then (\f:Top -> True) else (\f:Top -> False)) <),10,4,857.0
Boolean,True,1,1,801.0
Boolean,((\m:Integer -> (! True)) ((% -79) -69)),10,4,881.469
Boolean,((\r:Integer -> (! False)) ((\x:(fresh_453:Bottom -> (Boolean)) -> -98) !)),9,4,782.432
Boolean,((if True then (\l:Double -> False) else (\l:Double -> True)) ((\y:Boolean -> -85.58191095375372) (! True))),13,4,981.909
Boolean,False,1,1,785.0
Boolean,(if True then ((\s:Integer -> False) 1) else ((\x:Top -> True) (% 99))),12,4,1000.667
Boolean,(((if True then || else And) (! True)) ((\t:Integer -> True) 82)),13,4,1079.229
Boolean,((if (! True) then (\s:Double -> True) else (\s:Double -> False)) (if (! True) then -25.177679714075808 else 84.8505862967231)),15,4,1154.111
Boolean,False,1,1,785.0
Boolean,((if (! False) then (\h:Top -> True) else (\h:Top -> False)) ((\u:(fresh_457:Boolean -> (Boolean)) -> u) !)),13,4,986.0
